609729,41.946365,-87.735612,SCHURZ HS,3601 N Milwaukee Ave,1(773)534-3420,60641,3601 N Milwaukee Ave Chicago, IL 60641,HS,6,5,I,2,4,C
609730,41.989029,-87.667136,SENN HS,5900 N Glenwood Ave,1(773)534-2365,60660,5900 N Glenwood Ave Chicago, IL 60660,HS,6,2,I,2,5,C
609732,41.935634,-87.783515,STEINMETZ HS,3030 N Mobile Ave,1(773)534-3030,60634,3030 N Mobile Ave Chicago, IL 60634,HS,6,6,S,2,2,S
609733,42.002688,-87.669192,SULLIVAN HS,6631 N Bosworth Ave,1(773)534-2000,60626,6631 N Bosworth Ave Chicago, IL 60626,HS,6,3,I,2,3,C
609734,41.982961,-87.791547,TAFT HS,6530 W Bryn Mawr Ave,1(773)534-1000,60631,6530 W Bryn Mawr Ave Chicago, IL 60631,HS,6,6,S,2,3,C
609735,41.80751,-87.642966,TILDEN HS,4747 S Union Ave,1(773)535-1625,60609,4747 S Union Ave Chicago, IL 60609,HS,6,7,C,2,2,S
609737,41.973185,-87.713386,VON STEUBEN HS,5039 N Kimball Ave,1(773)534-5100,60625,5039 N Kimball Ave Chicago, IL 60625,HS,6,7,C,2,3,C
609738,41.918268,-87.646009,LINCOLN PARK HS,2001 N Orchard St,1(773)534-8130,60614,2001 N Orchard St Chicago, IL 60614,HS,6,13,C,2,3,C
609739,41.688137,-87.53757,WASHINGTON HS,3535 E 114th St,1(773)535-5725,60617,3535 E 114th St Chicago, IL 60617,HS,6,12,C,2,8,C
609740,41.898995,-87.667483,WELLS HS,936 N Ashland Ave,1(773)534-7010,60622,936 N Ashland Ave Chicago, IL 60622,HS,6,3,I,2,4,C
609741,41.780526,-87.718014,HUBBARD HS,6200 S Hamlin Ave,1(773)535-2200,60629,6200 S Hamlin Ave Chicago, IL 60629,HS,6,7,C,2,3,C
609744,41.982973,-87.722386,NORTHSIDE LEARNING HS,3730 W Bryn Mawr Ave,1(773)534-5180,60659,3730 W Bryn Mawr Ave Chicago, IL 60659,HS,6,2,I,2,2,S
609745,41.759852,-87.675947,SOUTHSIDE HS,7342 S Hoyne Ave,1(773)535-9100,60636,7342 S Hoyne Ave Chicago, IL 60636,HS,6,6,S,2,2,S
609746,41.803772,-87.590421,KENWOOD HS,5015 S Blackstone Ave,1(773)535-1350,60615,5015 S Blackstone Ave Chicago, IL 60615,HS,6,5,I,2,3,C
609748,41.842533,-87.695261,YORK HS,2700 S California Ave,1(773)535-7021,60608,2700 S California Ave Chicago, IL 60608,HS,0,0,,3,3,S
609749,41.981315,-87.708708,NORTHSIDE PREP HS,5501 N Kedzie Ave,1(773)534-3954,60625,5501 N Kedzie Ave Chicago, IL 60625,HS,6,10,C,2,3,C
609750,41.864365,-87.668722,SIMPSON HS,1321 S Paulina St,1(773)534-7812,60608,1321 S Paulina St Chicago, IL 60608,HS,2,0,I,2,0,I
609751,41.813675,-87.603874,KING HS,4445 S Drexel Blvd,1(773)535-1180,60653,4445 S Drexel Blvd Chicago, IL 60653,HS,6,3,I,2,3,C
609753,41.691221,-87.71777,CHICAGO AGRICULTURE HS,3857 W 111th St,1(773)535-2500,60655,3857 W 111th St Chicago, IL 60655,HS,6,7,C,2,2,S
609754,41.830555,-87.619216,CHICAGO MILITARY HS,3519 S Giles Ave,1(773)534-9750,60653,3519 S Giles Ave Chicago, IL 60653,HS,6,2,I,2,2,S
609755,41.878603,-87.664233,YOUNG HS,211 S Laflin St,1(773)534-7500,60607,211 S Laflin St Chicago, IL 60607,HS,6,8,C,2,2,S
609756,41.80306,-87.722042,CURIE HS,4959 S Archer Ave,1(773)535-2100,60632,4959 S Archer Ave Chicago, IL 60632,HS,6,7,C,2,2,S
609759,41.902626,-87.686906,CLEMENTE HS,1147 N Western Ave,1(773)534-4000,60622,1147 N Western Ave Chicago, IL 60622,HS,6,7,C,2,5,C
609760,41.65629,-87.59062,CARVER MILITARY HS,13100 S Doty Ave,1(773)535-5250,60627,13100 S Doty Ave Chicago, IL 60627,HS,6,3,I,2,1,I
609761,41.70666,-87.601216,CORLISS HS,821 E 103rd St,1(773)535-5115,60628,821 E 103rd St Chicago, IL 60628,HS,6,6,S,2,3,C
609762,41.705859,-87.653749,JULIAN HS,10330 S Elizabeth St,1(773)535-5170,60643,10330 S Elizabeth St Chicago, IL 60643,HS,6,3,I,2,2,S
609764,41.852667,-87.663732,JUAREZ HS,2150 S Laflin St,1(773)534-7030,60608,2150 S Laflin St Chicago, IL 60608,HS,6,6,S,2,6,C
609766,41.960364,-87.764663,VAUGHN HS,4355 N Linder Ave,1(773)534-3600,60641,4355 N Linder Ave Chicago, IL 60641,HS,6,7,C,2,1,I
609768,41.793553,-87.641244,HOPE HS,5515 S Lowe Ave,1(773)535-3160,60621,5515 S Lowe Ave Chicago, IL 60621,HS,6,3,I,2,1,I
609769,41.849675,-87.625315,GRAHAM HS,2347 S Wabash Ave,1(773)534-9257,60616,2347 S Wabash Ave Chicago, IL 60616,HS,6,5,I,2,2,S
609772,41.698739,-87.532976,ADDAMS,10810 S Avenue H,1(773)535-6210,60617-6726,10810 S Avenue H Chicago, IL 60617-6726,ES,6,7,C,2,0,I
609773,41.934126,-87.656229,AGASSIZ,2851 N Seminary Ave,1(773)534-5725,60657,2851 N Seminary Ave Chicago, IL 60657,ES,6,9,C,2,1,I
609774,41.92985,-87.646413,ALCOTT ES,2625 N Orchard ST,1(773)534-5460,60614-1573,2625 N Orchard ST Chicago, IL 60614-1573,ES,6,4,I,2,2,S
609777,41.833854,-87.650653,ARMOUR,950 W 33rd Pl,1(773)535-4530,60608,950 W 33rd Pl Chicago, IL 60608,ES,6,4,I,2,1,I
609779,42.01015,-87.684442,ARMSTRONG G,2110 W Greenleaf Ave,1(773)534-2150,60645,2110 W Greenleaf Ave Chicago, IL 60645,ES,6,6,S,2,4,C
609780,41.916045,-87.721742,MARINE LEADERSHIP AT AMES HS,1920 N Hamlin Ave,1(773)534-4970,60647,1920 N Hamlin Ave Chicago, IL 60647,HS,6,7,C,2,3,C
609782,41.945062,-87.681041,AUDUBON,3500 N Hoyne Ave,1(773)534-5470,60618,3500 N Hoyne Ave Chicago, IL 60618,ES,6,12,C,2,4,C
609783,41.867832,-87.680418,JEFFERSON HS,1100 S Hamilton Ave,1(312)433-7110,60612,1100 S Hamilton Ave Chicago, IL 60612,HS,0,0,,2,0,I
609786,41.748247,-87.591654,AVALON PARK,8045 S Kenwood Ave,1(773)535-6615,60619,8045 S Kenwood Ave Chicago, IL 60619,ES,6,6,S,2,2,S
609788,41.705131,-87.658074,BARNARD,10354 S Charles St,1(773)535-2625,60643,10354 S Charles St Chicago, IL 60643,ES,6,6,S,2,3,C
609789,41.932511,-87.739388,BARRY,2828 N Kilbourn Ave,1(773)534-3455,60641,2828 N Kilbourn Ave Chicago, IL 60641,ES,6,6,S,2,0,I
609790,41.754194,-87.670927,BARTON,7650 S Wolcott Ave,1(773)535-3260,60620,7650 S Wolcott Ave Chicago, IL 60620,ES,6,4,I,2,2,S
609791,41.774246,-87.653532,BASS,1140 W 66th St,1(773)535-3275,60621,1140 W 66th St Chicago, IL 60621,ES,6,4,I,2,2,S
609792,41.95822,-87.702151,BATEMAN,4220 N Richmond St,1(773)534-5055,60618,4220 N Richmond St Chicago, IL 60618,ES,6,6,S,2,2,S
609793,41.784942,-87.647453,NICHOLSON,6006 S Peoria St,1(773)535-3285,60621,6006 S Peoria St Chicago, IL 60621,ES,6,6,S,2,2,S
609794,41.971506,-87.709304,EDISON,4929 N Sawyer Ave,1(773)534-0540,60625,4929 N Sawyer Ave Chicago, IL 60625,ES,6,13,C,2,3,C
609795,41.867813,-87.770418,CLARK ES,1045 S Monitor Ave,1(773)534-6225,60644,1045 S Monitor Ave Chicago, IL 60644,ES,6,6,S,2,2,S
609796,41.972394,-87.757565,BEAUBIEN,5025 N Laramie Ave,1(773)534-3500,60630,5025 N Laramie Ave Chicago, IL 60630,ES,6,6,S,2,2,S
609797,41.885321,-87.705855,BEIDLER,3151 W Walnut St,1(773)534-6811,60612,3151 W Walnut St Chicago, IL 60612,ES,6,2,I,2,3,C
609798,41.958938,-87.73402,BELDING,4257 N Tripp Ave,1(773)534-3590,60641,4257 N Tripp Ave Chicago, IL 60641,ES,6,5,I,2,2,S
609799,41.94953,-87.686018,BELL,3730 N Oakley Ave,1(773)534-5150,60618,3730 N Oakley Ave Chicago, IL 60618,ES,6,18,C,2,2,S
609800,41.710435,-87.61739,BENNETT,10115 S Prairie Ave,1(773)535-5460,60628,10115 S Prairie Ave Chicago, IL 60628,ES,6,10,C,2,3,C
609803,41.950781,-87.664968,BLAINE,1420 W Grace St,1(773)534-5750,60613,1420 W Grace St Chicago, IL 60613,ES,6,7,C,2,1,I
609804,42.003412,-87.697463,BOONE,6710 N Washtenaw Ave,1(773)534-2160,60645,6710 N Washtenaw Ave Chicago, IL 60645,ES,6,4,I,2,3,C
609805,41.749339,-87.669366,JOPLIN,7931 S Honore St,1(773)535-3425,60620,7931 S Honore St Chicago, IL 60620,ES,6,4,I,2,1,I
609806,41.754365,-87.557142,BRADWELL,7736 S Burnham Ave,1(773)535-6600,60649,7736 S Burnham Ave Chicago, IL 60649,ES,6,8,C,2,4,C
609807,41.753457,-87.708731,HAMPTON,3434 W 77th St,1(773)535-4030,60652,3434 W 77th St Chicago, IL 60652,ES,6,6,S,2,1,I
609808,41.68666,-87.633632,HALEY,11411 S Eggleston Ave,1(773)535-5340,60628,11411 S Eggleston Ave Chicago, IL 60628,ES,6,6,S,2,2,S
609809,41.930966,-87.696294,BRENTANO,2723 N Fairfield Ave,1(773)534-4100,60647,2723 N Fairfield Ave Chicago, IL 60647,ES,6,8,C,2,3,C
609810,41.949114,-87.798669,BRIDGE,3800 N New England Ave,1(773)534-3718,60634,3800 N New England Ave Chicago, IL 60634,ES,6,7,C,2,2,S
609811,41.699726,-87.562084,BRIGHT,10740 S Calhoun Ave,1(773)535-6215,60617,10740 S Calhoun Ave Chicago, IL 60617,ES,6,3,I,2,1,I
609812,41.882997,-87.670682,BROWN W,54 N Hermitage Ave,1(773)534-7250,60612,54 N Hermitage Ave Chicago, IL 60612,ES,6,6,S,2,3,C
609813,41.77162,-87.621746,BROWNELL,6741 S Michigan Ave,1(773)535-3030,60637,6741 S Michigan Ave Chicago, IL 60637,ES,6,7,C,2,1,I
609815,41.760847,-87.576075,BOUCHET,7355 S Jeffery Blvd,1(773)535-0501,60649,7355 S Jeffery Blvd Chicago, IL 60649,ES,6,6,S,2,3,C
609817,41.975754,-87.696556,BUDLONG,2701 W Foster Ave,1(773)534-2591,60625,2701 W Foster Ave Chicago, IL 60625,ES,6,8,C,2,8,C
609818,41.917598,-87.7827,BURBANK,2035 N Mobile Ave,1(773)534-3000,60639,2035 N Mobile Ave Chicago, IL 60639,ES,6,10,C,2,2,S
609819,41.79676,-87.616141,BURKE,5356 S King Dr,1(773)535-1325,60615,5356 S King Dr Chicago, IL 60615,ES,6,5,I,2,2,S
609820,41.937937,-87.669853,BURLEY,1630 W Barry Ave,1(773)534-5475,60657,1630 W Barry Ave Chicago, IL 60657,ES,6,8,C,2,3,C
609821,41.714402,-87.567131,BURNHAM,9928 S Crandon Ave,1(773)535-6530,60617,9928 S Crandon Ave Chicago, IL 60617,ES,6,7,C,2,2,S
609826,41.84545,-87.714927,CASTELLANOS,2524 S Central Park Ave,1(773)534-1620,60623,2524 S Central Park Ave Chicago, IL 60623,ES,6,4,I,2,0,I
609827,41.728481,-87.607435,BURNSIDE,650 E 91st Pl,1(773)535-3300,60619,650 E 91st Pl Chicago, IL 60619,ES,6,2,I,2,2,S
609828,41.912358,-87.668661,BURR,1621 W Wabansia Ave,1(773)534-4090,60622,1621 W Wabansia Ave Chicago, IL 60622,ES,6,5,I,2,1,I
609829,41.828868,-87.692457,BURROUGHS,3542 S Washtenaw Ave,1(773)535-7226,60632,3542 S Washtenaw Ave Chicago, IL 60632,ES,6,6,S,2,2,S
609830,41.897663,-87.765606,BRUNSON,932 N Central Ave,1(773)534-6025,60651,932 N Central Ave Chicago, IL 60651,ES,6,7,C,2,2,S
609832,41.795031,-87.791544,BYRNE,5329 S Oak Park Ave,1(773)535-2170,60638,5329 S Oak Park Ave Chicago, IL 60638,ES,6,7,C,2,3,C
609833,41.739226,-87.580729,CALDWELL,8546 S Cregier Ave,1(773)535-6300,60617,8546 S Cregier Ave Chicago, IL 60617,ES,6,5,I,2,1,I
609834,41.843698,-87.717319,LITTLE VILLAGE,2620 S Lawndale Ave,1(773)534-1880,60623,2620 S Lawndale Ave Chicago, IL 60623,ES,6,6,S,2,3,C
609835,41.903792,-87.717927,CAMERON,1234 N Monticello Ave,1(773)534-4290,60651,1234 N Monticello Ave Chicago, IL 60651,ES,6,6,S,2,2,S
609836,41.948007,-87.829296,CANTY,3740 N Panama Ave,1(773)534-1238,60634,3740 N Panama Ave Chicago, IL 60634,ES,6,8,C,2,3,C
609837,41.783368,-87.590795,CARNEGIE,1414 E 61st Pl,1(773)535-0530,60637,1414 E 61st Pl Chicago, IL 60637,ES,6,8,C,2,2,S
609839,41.742517,-87.696012,CARROLL,2929 W 83rd St,1(773)535-9414,60652,2929 W 83rd St Chicago, IL 60652,ES,6,2,I,2,2,S
609842,41.793272,-87.6878,CARSON,5516 S Maplewood Ave,1(773)535-9222,60629,5516 S Maplewood Ave Chicago, IL 60629,ES,6,7,C,2,2,S
609844,41.789828,-87.622453,CARTER,5740 S Michigan Ave,1(773)535-0860,60637,5740 S Michigan Ave Chicago, IL 60637,ES,6,3,I,2,0,I
609845,41.653702,-87.599516,CARVER G,901 E 133rd Pl,1(773)535-5674,60827,901 E 133rd Pl Chicago, IL 60827,ES,6,6,S,2,4,C
609848,41.657405,-87.606474,ALDRIDGE,630 E 131st St,1(773)535-5614,60827,630 E 131st St Chicago, IL 60827,ES,6,6,S,2,3,C
609849,41.687347,-87.703215,CASSELL,11314 S Spaulding Ave,1(773)535-2640,60655,11314 S Spaulding Ave Chicago, IL 60655,ES,6,6,S,2,3,C
609850,41.95281,-87.65098,GREELEY,832 W Sheridan Rd,1(773)534-5800,60613,832 W Sheridan Rd Chicago, IL 60613,ES,6,11,C,2,1,I
609851,41.866435,-87.695259,CHALMERS,2745 W Roosevelt Rd,1(773)534-1720,60608,2745 W Roosevelt Rd Chicago, IL 60608,ES,6,7,C,2,2,S
609852,41.975894,-87.683264,CHAPPELL,2135 W Foster Ave,1(773)534-2390,60625,2135 W Foster Ave Chicago, IL 60625,ES,6,6,S,2,3,C
609853,41.917993,-87.694562,CHASE,2021 N Point St,1(773)534-4185,60647,2021 N Point St Chicago, IL 60647,ES,6,6,S,2,4,C
609854,41.896713,-87.688937,CHOPIN,2450 W Rice St,1(773)534-4080,60622,2450 W Rice St Chicago, IL 60622,ES,6,5,I,2,4,C
609855,41.801659,-87.685607,CHRISTOPHER,5042 S Artesian Ave,1(773)535-9375,60632,5042 S Artesian Ave Chicago, IL 60632,ES,6,7,C,2,1,I
609856,41.654558,-87.544614,CLAY,13231 S Burley Ave,1(773)535-5600,60633,13231 S Burley Ave Chicago, IL 60633,ES,6,6,S,2,2,S
609857,41.952042,-87.706443,CLEVELAND,3121 W Byron St,1(773)534-5130,60618,3121 W Byron St Chicago, IL 60618,ES,6,3,I,2,2,S
609859,41.992541,-87.69836,CLINTON,6110 N Fairfield Ave,1(773)534-2025,60659,6110 N Fairfield Ave Chicago, IL 60659,ES,6,5,I,2,3,C
609861,41.693026,-87.680897,CLISSOLD,2350 W 110th Pl,1(773)535-2560,60643,2350 W 110th Pl Chicago, IL 60643,ES,6,5,I,2,3,C
609862,41.741413,-87.56597,COLES,8441 S Yates Blvd,1(773)535-6550,60617,8441 S Yates Blvd Chicago, IL 60617,ES,6,10,C,2,1,I
609863,41.899566,-87.681938,COLUMBUS,1003 N Leavitt St,1(773)534-4350,60622,1003 N Leavitt St Chicago, IL 60622,ES,6,10,C,2,1,I
609864,41.745237,-87.659775,COOK,8150 S Bishop St,1(773)535-3315,60620,8150 S Bishop St Chicago, IL 60620,ES,6,4,I,2,1,I
609865,42.017088,-87.677763,JORDAN,7414 N Wolcott Ave,1(773)534-2220,60626,7414 N Wolcott Ave Chicago, IL 60626,ES,6,4,I,2,2,S
609866,41.955553,-87.683765,COONLEY,4046 N Leavitt St,1(773)534-5140,60618,4046 N Leavitt St Chicago, IL 60618,ES,6,8,C,2,3,C
609867,41.856031,-87.667227,COOPER,1624 W 19th St,1(773)534-7205,60608,1624 W 19th St Chicago, IL 60608,ES,6,6,S,2,3,C
609869,41.784681,-87.657169,LANGFORD,6010 S Throop St,1(773)535-9180,60636,6010 S Throop St Chicago, IL 60636,ES,6,3,I,2,1,I
609870,41.845602,-87.731193,CORKERY,2510 S Kildare Ave,1(773)534-1650,60623,2510 S Kildare Ave Chicago, IL 60623,ES,6,6,S,2,0,I
609871,41.688191,-87.685677,VICK,2554 W 113th St,1(773)535-2671,60655,2554 W 113th St Chicago, IL 60655,ES,4,0,I,2,0,I
609872,41.856029,-87.65798,PEREZ,1241 W 19th St,1(773)534-7650,60608,1241 W 19th St Chicago, IL 60608,ES,6,5,I,2,1,I
609873,41.852663,-87.71247,CROWN,2128 S Saint Louis Ave,1(773)534-1680,60623,2128 S Saint Louis Ave Chicago, IL 60623,ES,6,5,I,2,1,I
609874,41.973715,-87.841041,DIRKSEN,8601 W Foster Ave,1(773)534-1090,60656,8601 W Foster Ave Chicago, IL 60656,ES,6,7,C,2,1,I
609875,41.923323,-87.705413,DARWIN,3116 W Belden Ave,1(773)534-4110,60647,3116 W Belden Ave Chicago, IL 60647,ES,6,8,C,2,5,C
609876,41.821852,-87.700202,DAVIS N,3014 W 39th Pl,1(773)535-4540,60632,3014 W 39th Pl Chicago, IL 60632,ES,6,6,S,2,3,C
609879,41.745078,-87.717353,DAWES,3810 W 81st Pl,1(773)535-2350,60652,3810 W 81st Pl Chicago, IL 60652,ES,6,6,S,2,3,C
609880,42.009289,-87.704619,DECATUR,7030 N Sacramento Ave,1(773)534-2201,60645,7030 N Sacramento Ave Chicago, IL 60645,ES,6,7,C,2,2,S
609883,41.76249,-87.623345,DENEEN,7240 S Wabash Ave,1(773)535-3035,60619,7240 S Wabash Ave Chicago, IL 60619,ES,6,2,I,2,1,I
609884,41.942552,-87.813132,DEVER,3436 N Osceola Ave,1(773)534-3090,60634,3436 N Osceola Ave Chicago, IL 60634,ES,6,6,S,2,2,S
609885,41.795646,-87.642652,DEWEY,5415 S Union Ave,1(773)535-1666,60609,5415 S Union Ave Chicago, IL 60609,ES,6,4,I,2,2,S
609887,41.743669,-87.609979,DIXON,8306 S Saint Lawrence Ave,1(773)535-3834,60619,8306 S Saint Lawrence Ave Chicago, IL 60619,ES,6,5,I,2,2,S
609888,41.889184,-87.703794,DODGE,431 N Troy St,1(773)534-6640,60612,431 N Troy St Chicago, IL 60612,ES,2,0,I,2,0,I
609891,41.831121,-87.612275,DOOLITTLE,535 E 35th St,1(773)535-1040,60616,535 E 35th St Chicago, IL 60616,ES,6,5,I,2,4,C
609893,41.780954,-87.787604,DORE,6108 S Natoma Ave,1(773)535-2080,60638,6108 S Natoma Ave Chicago, IL 60638,ES,6,10,C,2,1,I
609894,41.844043,-87.628553,DRAKE,2710 S Dearborn St,1(773)534-9129,60616,2710 S Dearborn St Chicago, IL 60616,ES,6,3,I,2,2,S
609895,41.725609,-87.630164,TURNER-DREW,9300 S Princeton Ave,1(773)535-5720,60620,9300 S Princeton Ave Chicago, IL 60620,ES,6,9,C,2,2,S
609896,41.915914,-87.674495,DRUMMOND,1845 W Cortland St,1(773)534-4120,60622,1845 W Cortland St Chicago, IL 60622,ES,6,8,C,2,1,I
609897,41.781225,-87.675547,EARLE,2040 W 62nd St,1(773)535-9130,60636,2040 W 62nd St Chicago, IL 60636,ES,6,8,C,2,2,S
609898,41.77442,-87.707953,EBERHART,3400 W 65th Pl,1(773)535-9190,60629,3400 W 65th Pl Chicago, IL 60629,ES,6,6,S,2,2,S
609899,42.004408,-87.81117,EBINGER,7350 W Pratt Ave,1(773)534-1070,60631,7350 W Pratt Ave Chicago, IL 60631,ES,6,7,C,2,2,S
609900,41.685418,-87.621653,CURTIS,32 E 115th St,1(773)535-5050,60628,32 E 115th St Chicago, IL 60628,ES,6,4,I,2,2,S
609901,41.999437,-87.76184,EDGEBROOK,6525 N Hiawatha Ave,1(773)534-1194,60646,6525 N Hiawatha Ave Chicago, IL 60646,ES,6,6,S,2,0,I
609902,41.669444,-87.634306,METCALFE,12339 S Normal Ave,1(773)535-5590,60628,12339 S Normal Ave Chicago, IL 60628,ES,6,2,I,2,1,I
609903,41.805542,-87.725856,EDWARDS,4815 S Karlov Ave,1(773)535-4875,60632,4815 S Karlov Ave Chicago, IL 60632,ES,6,10,C,2,2,S
609904,41.88553,-87.766589,ELLINGTON,243 N Parkside Ave,1(773)534-6361,60644,243 N Parkside Ave Chicago, IL 60644,ES,6,6,S,2,2,S
609907,41.875744,-87.715804,ERICSON,3600 W 5th Ave,1(773)534-6660,60624,3600 W 5th Ave Chicago, IL 60624,ES,6,7,C,2,3,C
609908,41.68942,-87.669159,ESMOND,1865 W Montvale Ave,1(773)535-2650,60643,1865 W Montvale Ave Chicago, IL 60643,ES,6,5,I,2,1,I
609909,41.831555,-87.68131,EVERETT,3419 S Bell Ave,1(773)535-4550,60608,3419 S Bell Ave Chicago, IL 60608,ES,6,8,C,2,2,S
609910,41.935785,-87.749331,FALCONER,3020 N Lamon Ave,1(773)534-3560,60641,3020 N Lamon Ave Chicago, IL 60641,ES,6,5,I,2,2,S
609912,41.97979,-87.766072,FARNSWORTH,5414 N Linder Ave,1(773)534-3535,60630,5414 N Linder Ave Chicago, IL 60630,ES,6,5,I,2,2,S
609917,41.711184,-87.640414,FERNWOOD,10041 S Union Ave,1(773)535-2700,60628,10041 S Union Ave Chicago, IL 60628,ES,6,4,I,2,2,S
609918,42.009664,-87.669985,FIELD,7019 N Ashland Ave,1(773)534-2030,60626,7019 N Ashland Ave Chicago, IL 60626,ES,6,6,S,2,3,C
609919,41.785183,-87.608633,FISKE,6020 S Langley Ave,1(773)535-0990,60637,6020 S Langley Ave Chicago, IL 60637,ES,6,3,I,2,2,S
